,customer_code,week_of_month,transaction_count,frequency_category
716,customer_code_1643,1,48,non-frequent
717,customer_code_1644,1,51,frequent
718,customer_code_1645,1,46,non-frequent
719,customer_code_1646,1,46,non-frequent
720,customer_code_1647,1,47,non-frequent
721,customer_code_1648,1,45,non-frequent
722,customer_code_1649,1,44,non-frequent
723,customer_code_165,1,44,non-frequent
724,customer_code_1650,1,42,non-frequent
725,customer_code_1651,1,45,non-frequent
726,customer_code_1652,1,44,non-frequent
727,customer_code_1653,1,49,frequent
728,customer_code_1654,1,44,non-frequent
729,customer_code_1655,1,43,non-frequent
730,customer_code_1656,1,36,non-frequent
731,customer_code_1657,1,44,non-frequent
732,customer_code_1658,1,45,non-frequent
733,customer_code_1659,1,52,frequent
734,customer_code_166,1,42,non-frequent
735,customer_code_1660,1,49,frequent
736,customer_code_1661,1,42,non-frequent
737,customer_code_1662,1,42,non-frequent
738,customer_code_1663,1,47,non-frequent
739,customer_code_1664,1,45,non-frequent
740,customer_code_1665,1,44,non-frequent
741,customer_code_1666,1,48,non-frequent
742,customer_code_1667,1,46,non-frequent
743,customer_code_1668,1,44,non-frequent
744,customer_code_1669,1,45,non-frequent
745,customer_code_167,1,45,non-frequent
746,customer_code_1670,1,47,non-frequent
747,customer_code_1671,1,46,non-frequent
748,customer_code_1672,1,41,non-frequent
749,customer_code_1673,1,42,non-frequent
750,customer_code_1674,1,50,frequent
751,customer_code_1675,1,45,non-frequent
752,customer_code_1676,1,46,non-frequent
753,customer_code_1677,1,49,frequent
754,customer_code_1678,1,47,non-frequent
755,customer_code_1679,1,43,non-frequent
756,customer_code_168,1,45,non-frequent
757,customer_code_1680,1,48,non-frequent
758,customer_code_1681,1,35,non-frequent
759,customer_code_1682,1,49,frequent
760,customer_code_1683,1,41,non-frequent
761,customer_code_1684,1,52,frequent
762,customer_code_1685,1,44,non-frequent
763,customer_code_1686,1,46,non-frequent
764,customer_code_1687,1,42,non-frequent
765,customer_code_1688,1,48,non-frequent
766,customer_code_1689,1,39,non-frequent
767,customer_code_169,1,46,non-frequent
768,customer_code_1690,1,47,non-frequent
769,customer_code_1691,1,52,frequent
770,customer_code_1692,1,45,non-frequent
771,customer_code_1693,1,43,non-frequent
772,customer_code_1694,1,47,non-frequent
773,customer_code_1695,1,45,non-frequent
774,customer_code_1696,1,44,non-frequent
775,customer_code_1697,1,41,non-frequent
776,customer_code_1698,1,43,non-frequent
777,customer_code_1699,1,51,frequent
778,customer_code_17,1,45,non-frequent
779,customer_code_170,1,36,non-frequent
780,customer_code_1700,1,36,non-frequent
781,customer_code_1701,1,45,non-frequent
782,customer_code_1702,1,43,non-frequent
783,customer_code_1703,1,50,frequent
784,customer_code_1704,1,47,non-frequent
785,customer_code_1705,1,43,non-frequent
786,customer_code_1706,1,43,non-frequent
787,customer_code_1707,1,50,frequent
788,customer_code_1708,1,42,non-frequent
789,customer_code_1709,1,45,non-frequent
790,customer_code_171,1,40,non-frequent
791,customer_code_1710,1,45,non-frequent
792,customer_code_1711,1,54,frequent
793,customer_code_1712,1,56,frequent
794,customer_code_1713,1,45,non-frequent
795,customer_code_1714,1,43,non-frequent
796,customer_code_1715,1,46,non-frequent
797,customer_code_1716,1,47,non-frequent
798,customer_code_1717,1,46,non-frequent
799,customer_code_1718,1,44,non-frequent
800,customer_code_1719,1,48,non-frequent
801,customer_code_172,1,46,non-frequent
802,customer_code_1720,1,46,non-frequent
803,customer_code_1721,1,57,frequent
804,customer_code_1722,1,44,non-frequent
805,customer_code_1723,1,43,non-frequent
806,customer_code_1724,1,47,non-frequent
807,customer_code_1725,1,45,non-frequent
808,customer_code_1726,1,49,frequent
809,customer_code_1727,1,52,frequent
810,customer_code_1728,1,53,frequent
811,customer_code_1729,1,43,non-frequent
812,customer_code_173,1,44,non-frequent
813,customer_code_1730,1,45,non-frequent
814,customer_code_1731,1,39,non-frequent
815,customer_code_1732,1,44,non-frequent
816,customer_code_1733,1,42,non-frequent
817,customer_code_1734,1,46,non-frequent
818,customer_code_1735,1,42,non-frequent
819,customer_code_1736,1,53,frequent
820,customer_code_1737,1,42,non-frequent
821,customer_code_1738,1,54,frequent
822,customer_code_1739,1,47,non-frequent
823,customer_code_174,1,44,non-frequent
824,customer_code_1740,1,45,non-frequent
825,customer_code_1741,1,48,non-frequent
826,customer_code_1742,1,45,non-frequent
827,customer_code_1743,1,45,non-frequent
828,customer_code_1744,1,36,non-frequent
829,customer_code_1745,1,43,non-frequent
830,customer_code_1746,1,57,frequent
831,customer_code_1747,1,52,frequent
832,customer_code_1748,1,43,non-frequent
833,customer_code_1749,1,45,non-frequent
834,customer_code_175,1,42,non-frequent
835,customer_code_1750,1,44,non-frequent
836,customer_code_1751,1,41,non-frequent
837,customer_code_1752,1,44,non-frequent
838,customer_code_1753,1,43,non-frequent
839,customer_code_1754,1,46,non-frequent
840,customer_code_1755,1,46,non-frequent
841,customer_code_1756,1,44,non-frequent
842,customer_code_1757,1,46,non-frequent
843,customer_code_1758,1,44,non-frequent
844,customer_code_1759,1,48,non-frequent
845,customer_code_176,1,46,non-frequent
846,customer_code_1760,1,51,frequent
847,customer_code_1761,1,38,non-frequent
848,customer_code_1762,1,38,non-frequent
849,customer_code_1763,1,46,non-frequent
850,customer_code_1764,1,50,frequent
851,customer_code_1765,1,54,frequent
852,customer_code_1766,1,43,non-frequent
853,customer_code_1767,1,46,non-frequent
854,customer_code_1768,1,46,non-frequent
855,customer_code_1769,1,44,non-frequent
856,customer_code_177,1,47,non-frequent
857,customer_code_1770,1,54,frequent
858,customer_code_1771,1,51,frequent
859,customer_code_1772,1,48,non-frequent
860,customer_code_1773,1,42,non-frequent
861,customer_code_1774,1,43,non-frequent
862,customer_code_1775,1,51,frequent
863,customer_code_1776,1,45,non-frequent
864,customer_code_1777,1,42,non-frequent
865,customer_code_1778,1,41,non-frequent
866,customer_code_1779,1,45,non-frequent
867,customer_code_178,1,45,non-frequent
868,customer_code_1780,1,46,non-frequent
869,customer_code_1781,1,47,non-frequent
870,customer_code_1782,1,43,non-frequent
871,customer_code_1783,1,45,non-frequent
872,customer_code_1784,1,45,non-frequent
873,customer_code_1785,1,47,non-frequent
874,customer_code_1786,1,41,non-frequent
875,customer_code_1787,1,44,non-frequent
876,customer_code_1788,1,48,non-frequent
877,customer_code_1789,1,51,frequent
878,customer_code_179,1,47,non-frequent
879,customer_code_1790,1,53,frequent
880,customer_code_1791,1,42,non-frequent
881,customer_code_1792,1,41,non-frequent
882,customer_code_1793,1,45,non-frequent
883,customer_code_1794,1,40,non-frequent
884,customer_code_1795,1,45,non-frequent
885,customer_code_1796,1,46,non-frequent
886,customer_code_1797,1,50,frequent
887,customer_code_1798,1,43,non-frequent
888,customer_code_1799,1,47,non-frequent
889,customer_code_18,1,57,frequent
890,customer_code_180,1,46,non-frequent
891,customer_code_1800,1,44,non-frequent
892,customer_code_1801,1,45,non-frequent
893,customer_code_1802,1,51,frequent
894,customer_code_1803,1,51,frequent
895,customer_code_1804,1,42,non-frequent
896,customer_code_1805,1,40,non-frequent
897,customer_code_1806,1,44,non-frequent
898,customer_code_1807,1,47,non-frequent
899,customer_code_1808,1,49,frequent
900,customer_code_1809,1,44,non-frequent
901,customer_code_181,1,47,non-frequent
902,customer_code_1810,1,51,frequent
903,customer_code_1811,1,50,frequent
904,customer_code_1812,1,39,non-frequent
905,customer_code_1813,1,43,non-frequent
906,customer_code_1814,1,45,non-frequent
907,customer_code_1815,1,48,non-frequent
908,customer_code_1816,1,44,non-frequent
909,customer_code_1817,1,51,frequent
910,customer_code_1818,1,56,frequent
911,customer_code_1819,1,58,frequent
912,customer_code_182,1,45,non-frequent
913,customer_code_1820,1,42,non-frequent
914,customer_code_1821,1,36,non-frequent
915,customer_code_1822,1,46,non-frequent
916,customer_code_1823,1,47,non-frequent
917,customer_code_1824,1,42,non-frequent
918,customer_code_1825,1,48,non-frequent
919,customer_code_1826,1,45,non-frequent
920,customer_code_1827,1,44,non-frequent
921,customer_code_1828,1,48,non-frequent
922,customer_code_1829,1,45,non-frequent
923,customer_code_183,1,51,frequent
924,customer_code_1830,1,47,non-frequent
925,customer_code_1831,1,47,non-frequent
926,customer_code_1832,1,45,non-frequent
927,customer_code_1833,1,42,non-frequent
928,customer_code_1834,1,46,non-frequent
929,customer_code_1835,1,40,non-frequent
930,customer_code_1836,1,40,non-frequent
931,customer_code_1837,1,42,non-frequent
932,customer_code_1838,1,45,non-frequent
933,customer_code_1839,1,52,frequent
934,customer_code_184,1,46,non-frequent
935,customer_code_1840,1,47,non-frequent
936,customer_code_1841,1,45,non-frequent
937,customer_code_1842,1,46,non-frequent
938,customer_code_1843,1,50,frequent
939,customer_code_1844,1,49,frequent
940,customer_code_1845,1,45,non-frequent
941,customer_code_1846,1,40,non-frequent
942,customer_code_1847,1,46,non-frequent
943,customer_code_1848,1,52,frequent
944,customer_code_1849,1,44,non-frequent
945,customer_code_185,1,35,non-frequent
946,customer_code_1850,1,44,non-frequent
947,customer_code_1851,1,46,non-frequent
948,customer_code_1852,1,49,frequent
949,customer_code_1853,1,44,non-frequent
950,customer_code_1854,1,43,non-frequent
951,customer_code_1855,1,44,non-frequent
952,customer_code_1856,1,47,non-frequent
953,customer_code_1857,1,41,non-frequent
954,customer_code_1858,1,43,non-frequent
955,customer_code_1859,1,54,frequent
956,customer_code_186,1,46,non-frequent
957,customer_code_1860,1,51,frequent
958,customer_code_1861,1,43,non-frequent
959,customer_code_1862,1,42,non-frequent
960,customer_code_1863,1,46,non-frequent
961,customer_code_1864,1,43,non-frequent
962,customer_code_1865,1,49,frequent
963,customer_code_1866,1,40,non-frequent
964,customer_code_1867,1,50,frequent
965,customer_code_1868,1,56,frequent
966,customer_code_1869,1,46,non-frequent
967,customer_code_187,1,49,frequent
968,customer_code_1870,1,46,non-frequent
969,customer_code_1871,1,48,non-frequent
970,customer_code_1872,1,45,non-frequent
971,customer_code_1873,1,44,non-frequent
972,customer_code_1874,1,46,non-frequent
973,customer_code_1875,1,43,non-frequent
974,customer_code_1876,1,54,frequent
975,customer_code_1877,1,45,non-frequent
976,customer_code_1878,1,39,non-frequent
977,customer_code_1879,1,49,frequent
978,customer_code_188,1,44,non-frequent
979,customer_code_1880,1,41,non-frequent
980,customer_code_1881,1,45,non-frequent
981,customer_code_1882,1,48,non-frequent
982,customer_code_1883,1,43,non-frequent
983,customer_code_1884,1,44,non-frequent
984,customer_code_1885,1,44,non-frequent
985,customer_code_1886,1,46,non-frequent
986,customer_code_1887,1,48,non-frequent
987,customer_code_1888,1,40,non-frequent
988,customer_code_1889,1,35,non-frequent
989,customer_code_189,1,46,non-frequent
990,customer_code_1890,1,49,frequent
991,customer_code_1891,1,47,non-frequent
992,customer_code_1892,1,39,non-frequent
993,customer_code_1893,1,51,frequent
994,customer_code_1894,1,43,non-frequent
995,customer_code_1895,1,51,frequent
996,customer_code_1896,1,44,non-frequent
997,customer_code_1897,1,50,frequent
998,customer_code_1898,1,51,frequent
999,customer_code_1899,1,49,frequent
1000,customer_code_19,1,42,non-frequent
1001,customer_code_190,1,47,non-frequent
1002,customer_code_1900,1,44,non-frequent
1003,customer_code_1901,1,47,non-frequent
1004,customer_code_1902,1,44,non-frequent
1005,customer_code_1903,1,51,frequent
1006,customer_code_1904,1,48,non-frequent
1007,customer_code_1905,1,54,frequent
1008,customer_code_1906,1,53,frequent
1009,customer_code_1907,1,33,non-frequent
1010,customer_code_1908,1,46,non-frequent
1011,customer_code_1909,1,48,non-frequent
1012,customer_code_191,1,47,non-frequent
1013,customer_code_1910,1,48,non-frequent
1014,customer_code_1911,1,48,non-frequent
1015,customer_code_1912,1,44,non-frequent
1016,customer_code_1913,1,48,non-frequent
1017,customer_code_1914,1,43,non-frequent
1018,customer_code_1915,1,44,non-frequent
1019,customer_code_1916,1,46,non-frequent
1020,customer_code_1917,1,45,non-frequent
1021,customer_code_1918,1,43,non-frequent
1022,customer_code_1919,1,47,non-frequent
1023,customer_code_192,1,47,non-frequent
1024,customer_code_1920,1,42,non-frequent
1025,customer_code_1921,1,44,non-frequent
1026,customer_code_1922,1,54,frequent
1027,customer_code_1923,1,50,frequent
1028,customer_code_1924,1,42,non-frequent
1029,customer_code_1925,1,44,non-frequent
1030,customer_code_1926,1,41,non-frequent
1031,customer_code_1927,1,44,non-frequent
1032,customer_code_1928,1,41,non-frequent
1033,customer_code_1929,1,49,frequent
1034,customer_code_193,1,42,non-frequent
1035,customer_code_1930,1,42,non-frequent
1036,customer_code_1931,1,42,non-frequent
1037,customer_code_1932,1,46,non-frequent
1038,customer_code_1933,1,43,non-frequent
1039,customer_code_1934,1,44,non-frequent
1040,customer_code_1935,1,54,frequent
1041,customer_code_1936,1,56,frequent
1042,customer_code_1937,1,45,non-frequent
1043,customer_code_1938,1,42,non-frequent
1044,customer_code_1939,1,49,frequent
1045,customer_code_194,1,47,non-frequent
1046,customer_code_1940,1,49,frequent
1047,customer_code_1941,1,45,non-frequent
1048,customer_code_1942,1,44,non-frequent
1049,customer_code_1943,1,48,non-frequent
1050,customer_code_1944,1,41,non-frequent
1051,customer_code_1945,1,56,frequent
1052,customer_code_1946,1,40,non-frequent
1053,customer_code_1947,1,42,non-frequent
1054,customer_code_1948,1,46,non-frequent
1055,customer_code_1949,1,46,non-frequent
1056,customer_code_195,1,45,non-frequent
1057,customer_code_1950,1,42,non-frequent
1058,customer_code_1951,1,49,frequent
1059,customer_code_1952,1,47,non-frequent
1060,customer_code_1953,1,45,non-frequent
1061,customer_code_1954,1,50,frequent
1062,customer_code_1955,1,48,non-frequent
1063,customer_code_1956,1,42,non-frequent
1064,customer_code_1957,1,46,non-frequent
1065,customer_code_1958,1,55,frequent
1066,customer_code_1959,1,52,frequent
1067,customer_code_196,1,47,non-frequent
1068,customer_code_1960,1,55,frequent
1069,customer_code_1961,1,54,frequent
1070,customer_code_1962,1,43,non-frequent
1071,customer_code_1963,1,46,non-frequent
1072,customer_code_1964,1,46,non-frequent
1073,customer_code_1965,1,46,non-frequent
1074,customer_code_1966,1,46,non-frequent
1075,customer_code_1967,1,41,non-frequent
1076,customer_code_1968,1,47,non-frequent
1077,customer_code_1969,1,41,non-frequent
1078,customer_code_197,1,48,non-frequent
1079,customer_code_1970,1,47,non-frequent
1080,customer_code_1971,1,46,non-frequent
1081,customer_code_1972,1,54,frequent
1082,customer_code_1973,1,48,non-frequent
1083,customer_code_1974,1,49,frequent
1084,customer_code_1975,1,50,frequent
1085,customer_code_1976,1,44,non-frequent
1086,customer_code_1977,1,45,non-frequent
1087,customer_code_1978,1,46,non-frequent
1088,customer_code_1979,1,49,frequent
1089,customer_code_198,1,45,non-frequent
1090,customer_code_1980,1,51,frequent
1091,customer_code_1981,1,52,frequent
1092,customer_code_1982,1,51,frequent
1093,customer_code_1983,1,45,non-frequent
1094,customer_code_1984,1,46,non-frequent
1095,customer_code_1985,1,45,non-frequent
1096,customer_code_1986,1,51,frequent
1097,customer_code_1987,1,47,non-frequent
1098,customer_code_1988,1,45,non-frequent
1099,customer_code_1989,1,48,non-frequent
1100,customer_code_199,1,45,non-frequent
1101,customer_code_1990,1,45,non-frequent
1102,customer_code_1991,1,41,non-frequent
1103,customer_code_1992,1,44,non-frequent
1104,customer_code_1993,1,42,non-frequent
1105,customer_code_1994,1,46,non-frequent
1106,customer_code_1995,1,44,non-frequent
1107,customer_code_1996,1,45,non-frequent
1108,customer_code_1997,1,43,non-frequent
1109,customer_code_1998,1,53,frequent
1110,customer_code_1999,1,45,non-frequent
1111,customer_code_2,1,41,non-frequent
1112,customer_code_20,1,47,non-frequent
1113,customer_code_200,1,47,non-frequent
1114,customer_code_2000,1,45,non-frequent
1115,customer_code_2001,1,47,non-frequent
1116,customer_code_2002,1,44,non-frequent
1117,customer_code_2003,1,49,frequent
1118,customer_code_2004,1,41,non-frequent
1119,customer_code_2005,1,41,non-frequent
1120,customer_code_2006,1,54,frequent
1121,customer_code_2007,1,56,frequent
1122,customer_code_2008,1,43,non-frequent
